"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","geoprivacy","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","oauth_application_id","captive_cultivated","date"
"Pteridium aquilinum pubescens","2014-07-11 00:00:00 -0800","Large ferns growing in wet substrate.","Comet Falls Trail",46.785,-121.7809,"Pteridium aquilinum var. pubescens, Northern Bracken, Dennstaedtiaceae","Hairy brackenfern","http://www.inaturalist.org/observations/1180349","http://static.inaturalist.org/photos/1490269/medium.jpg?1421505611","podiceps",1180349,"Pteridium aquilinum ssp. pubescens","Plantae",52684,"false",1,0,"2014-07-11","2014-07-11",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-17 06:39:53 -0800","2015-01-23 22:39:19 -0800","research","CC-BY-NC",NA,"false",2014-07-11 00:00:00
"Viola adunca adunca","2014-07-10 00:00:00 -0800","Clumped plants with purplish flowers.","Comet Falls Trail",46.7683,-121.7807,"Viola adunca var. adunca, Western Dog Violet, Violaceae","western dog violet","http://www.inaturalist.org/observations/1179910","http://static.inaturalist.org/photos/1489649/medium.jpg?1421466213","podiceps",1179910,"Viola adunca var. adunca","Plantae",53339,"false",1,0,"2014-07-10","2014-07-10",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 19:42:08 -0800","2015-01-23 22:39:20 -0800","research","CC-BY-NC",NA,"false",2014-07-10 00:00:00
"Lomatium martindalei","2014-07-10 00:00:00 -0800","Tufted plant with divided leaves, whitish flowers.","Comet Falls Trail",46.77863,-121.7834,"Lomatium martindalei, Mountain-Parsley, Apiaceae","coast range lomatium","http://www.inaturalist.org/observations/1179906","http://static.inaturalist.org/photos/1489640/medium.jpg?1421465973","podiceps",1179906,"Lomatium martindalei","Plantae",77816,"false",1,0,"2014-07-10","2014-07-10",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 19:39:24 -0800","2015-01-23 22:39:27 -0800","research","CC-BY-NC",NA,"false",2014-07-10 00:00:00
"Lupinus latifolius latifolius","2014-06-04 00:00:00 -0800","Tall, flowering stems on robust plants, alongside road and in meadows.","Stevens Canyon",46.772,-121.6928,"Lupinus latifolius ssp. latifolius, Broad-leaf Lupine, fabaceae","Broadleaf Lupine","http://www.inaturalist.org/observations/1179755","http://static.inaturalist.org/photos/1489416/medium.jpg?1421457826","podiceps",1179755,"Lupinus latifolius ssp. latifolius","Plantae",64242,"false",1,0,"2014-06-04","2014-06-04",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 17:23:40 -0800","2015-01-23 22:39:44 -0800","research","CC-BY-NC",NA,"false",2014-06-04 00:00:00
"Penstemon fruticosus fruticosus","2014-06-04 00:00:00 -0800","Large lavender flowers on low, spreading plant, growing alongside road in gravelly substrate.","Stevens Canyon",46.77067,-121.6885,"Penstemon fruticosus var. fruticosus, Shrubby Penstemon, Phrymaceae","Shrubby Beardtongue","http://www.inaturalist.org/observations/1179714","http://static.inaturalist.org/photos/1489368/medium.jpg?1421453650","podiceps",1179714,"Penstemon fruticosus var. fruticosus","Plantae",242069,"false",1,0,"2014-06-04","2014-06-04",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 16:13:59 -0800","2015-01-23 22:39:45 -0800","research","CC-BY-NC",NA,"false",2014-06-04 00:00:00
"Hemieva ranunculifolia","2014-06-04 00:00:00 -0800","Clusters of white flowers on stout stems. Growing amongst rocks.","Stevens Canyon",46.75917,-121.6418,"Suksdorfia ranunculifolia, Buttercup Suksdorfia, Ranunculaceae","Buttercup-leaf Suksdorfia","http://www.inaturalist.org/observations/1179702","http://static.inaturalist.org/photos/1489351/medium.jpg?1421453020","podiceps",1179702,"Suksdorfia ranunculifolia","Plantae",77366,"false",1,0,"2014-06-04","2014-06-04",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 16:03:19 -0800","2015-01-23 22:40:36 -0800","research","CC-BY-NC",NA,"false",2014-06-04 00:00:00
"Micranthes lyallii","2014-06-04 00:00:00 -0800","Many white flowers on low, spreading plant with toothed, fan-shaped leaves.","Stevens Canyon",46.75917,-121.6418,"Micranthes lyallii, Lyall's Saxifrage, Saxifragaceae","","http://www.inaturalist.org/observations/1179697","http://static.inaturalist.org/photos/1489344/medium.jpg?1421452637","podiceps",1179697,"Micranthes lyallii","Plantae",357929,"false",1,0,"2014-06-04","2014-06-04",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 15:57:13 -0800","2015-01-23 22:40:48 -0800","research","CC-BY-NC",NA,"false",2014-06-04 00:00:00
"Castilleja hispida hispida","2014-06-04 00:00:00 -0800","Bright orange bracts distinguish the many plants alongside road.","Stevens Canyon",46.77067,-121.6885,"Castilleja hispida ssp. hispida, Harsh Paintbrush, Orobanchaceae","Harsh Indian-paintbrush","http://www.inaturalist.org/observations/1179680","http://static.inaturalist.org/photos/1489312/medium.jpg?1421451926","podiceps",1179680,"Castilleja hispida ssp. hispida","Plantae",234938,"false",1,0,"2014-06-04","2014-06-04",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 15:45:07 -0800","2015-01-23 22:40:53 -0800","research","CC-BY-NC",NA,"false",2014-06-04 00:00:00
"Luina hypoleuca","2014-07-12 00:00:00 -0800","A mounded perennial growing in rock crevices with heads of disk flowers only.","Stevens Canyon",46.76337,-121.6652,"Luina hypoleuca, Silverback Luina, Asteraceae","Littleleaf Silverback","http://www.inaturalist.org/observations/1179164","http://static.inaturalist.org/photos/1488554/medium.jpg?1421425191","podiceps",1179164,"Luina hypoleuca","Plantae",77843,"false",1,0,"2014-07-12","2014-07-12",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 08:19:29 -0800","2015-01-23 22:41:03 -0800","research","CC-BY-NC",NA,"false",2014-07-12 00:00:00
"Eriophyllum lanatum lanatum","2014-07-25 00:00:00 -0800","Bright yellow heads on a spreading plant with gray-green foliage. Growing in disturbed rocky areas near road.","Stevens Canyon",46.76835,-121.6757,"Eriophyllum lanatum var. lanatum, Oregon Sunshine, Asteraceae","Common Woolly-sunflower","http://www.inaturalist.org/observations/1179136","http://static.inaturalist.org/photos/1488500/medium.jpg?1421421991","podiceps",1179136,"Eriophyllum lanatum var. lanatum","Plantae",240699,"false",1,0,"2014-07-25","2014-07-25",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 07:26:25 -0800","2015-03-03 22:54:50 -0800","research","CC-BY-NC",NA,"false",2014-07-25 00:00:00
"Bromus marginatus","2014-07-25 00:00:00 -0800","Tall, with flattened spikelets, in open areas.","Stevens Canyon",46.76377,-121.6957,"Bromus carinatus var. marginatus, California Brome, Poaceae","mountain brome","http://www.inaturalist.org/observations/1179132","http://static.inaturalist.org/photos/1488492/medium.jpg?1421421319","podiceps",1179132,"Bromus carinatus var. marginatus","Plantae",159467,"false",1,0,"2014-07-25","2014-07-25",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-16 07:14:59 -0800","2015-01-23 22:41:30 -0800","research","CC-BY-NC",NA,"false",2014-07-25 00:00:00
"Solidago lepida salebrosa","2014-07-25 00:00:00 -0800","Many small flowers in a large panicle. Growing in dry, open habitat.","Stevens Canyon",46.76835,-121.6757,"Solidago lepida var. salebrosa, Canada Goldenrod, Asteraceae","western goldenrod","http://www.inaturalist.org/observations/1178552","http://static.inaturalist.org/photos/1487644/medium.jpg?1421373438","podiceps",1178552,"Solidago lepida var. salebrosa","Plantae",81375,"false",1,0,"2014-07-25","2014-07-25",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 17:57:11 -0800","2015-01-16 00:11:27 -0800","research","CC-BY-NC",NA,"false",2014-07-25 00:00:00
"Holodiscus discolor discolor","2014-07-25 00:00:00 -0800","Large panicles of creamy-white flowers on shrubs with arched branches. ","Stevens Canyon",46.7705,-121.6889,"Holodiscus discolor var. discolor, Ocean-Spray, Rosaceae","","http://www.inaturalist.org/observations/1178533","http://static.inaturalist.org/photos/1487618/medium.jpg?1421372641","podiceps",1178533,"Holodiscus discolor var. discolor","Plantae",80941,"false",1,0,"2014-07-25","2014-07-25",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 17:43:42 -0800","2015-01-16 00:13:54 -0800","research","CC-BY-NC",NA,"false",2014-07-25 00:00:00
"Mimulus lewisii","2014-07-12 00:00:00 -0800","Bright pink flowers on clumped plants, growing in wet habitats.","Stevens Canyon",46.76642,-121.6702,"Mimulus lewisii, Lewis's Monkeyflower, Phrymaceae","Lewis's monkeyflower","http://www.inaturalist.org/observations/1178343","http://static.inaturalist.org/photos/1487329/medium.jpg?1421362213","podiceps",1178343,"Mimulus lewisii","Plantae",60524,"false",1,0,"2014-07-12","2014-07-12",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 14:49:55 -0800","2015-01-16 00:14:06 -0800","research","CC-BY-NC",NA,"false",2014-07-12 00:00:00
"Nothochelone nemorosa","2014-07-12 00:00:00 -0800","Bright pink flowers on this plant that resembles a penstemon. Common, often growing in shady areas.","Stevens Canyon",46.76338,-121.6652,"Nothochelone nemorosa, Woodland-penstemon, Plantaginaceae","Woodland Beardtongue","http://www.inaturalist.org/observations/1178336","http://static.inaturalist.org/photos/1487319/medium.jpg?1421361925","podiceps",1178336,"Nothochelone nemorosa","Plantae",78231,"false",1,0,"2014-07-12","2014-07-12",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 14:45:08 -0800","2015-01-16 00:14:20 -0800","research","CC-BY-NC",NA,"false",2014-07-12 00:00:00
"Luina hypoleuca","2014-07-12 00:00:00 -0800","Bright green leaves that are woolly on the underside and cream-colored flowers in clusters.","Stevens Canyon",46.76637,-121.6652,"Luina hypoleuca, Silverback Luina, Asteraceae","Littleleaf Silverback","http://www.inaturalist.org/observations/1178334","http://static.inaturalist.org/photos/1487316/medium.jpg?1421361701","podiceps",1178334,"Luina hypoleuca","Plantae",77843,"false",1,0,"2014-07-12","2014-07-12",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 14:41:35 -0800","2015-01-16 00:14:33 -0800","research","CC-BY-NC",NA,"false",2014-07-12 00:00:00
"Epilobium luteum","2014-07-12 00:00:00 -0800","Common Willow-herb in subalpine meadows with yellow flowers.","Stevens Canyon",46.76643,-121.6703,"Epilobium luteum, Yellow Willow-herb, Onagraceae","yellow willowherb","http://www.inaturalist.org/observations/1178328","http://static.inaturalist.org/photos/1487309/medium.jpg?1421361417","podiceps",1178328,"Epilobium luteum","Plantae",76836,"false",1,0,"2014-07-12","2014-07-12",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 14:36:51 -0800","2015-01-16 00:14:36 -0800","research","CC-BY-NC",NA,"false",2014-07-12 00:00:00
"Angelica arguta","2014-07-12 00:00:00 -0800","Large flower umbels on tall stems with divided leaves, growing in wet habitat.","Stevens Canyon",46.76643,-121.6702,"Angelica arguta, Sharp-tooth Angelica, Apiaceae","Lyall's angelica","http://www.inaturalist.org/observations/1178319","http://static.inaturalist.org/photos/1487297/medium.jpg?1421361107","podiceps",1178319,"Angelica arguta","Plantae",75446,"false",1,0,"2014-07-12","2014-07-12",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 14:31:39 -0800","2015-01-16 00:15:01 -0800","research","CC-BY-NC",NA,"false",2014-07-12 00:00:00
"Arnica mollis","2014-07-12 00:00:00 -0800","Bright yellow flowers on tall stems.","Stevens Canyon",46.76643,-121.6702,"Arnica mollis, Hairy Arnica, Asteraceae","hairy arnica","http://www.inaturalist.org/observations/1178305","http://static.inaturalist.org/photos/1487250/medium.jpg?1421359902","podiceps",1178305,"Arnica mollis","Plantae",75575,"false",1,0,"2014-07-12","2014-07-12",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 14:11:34 -0800","2015-01-16 00:15:13 -0800","research","CC-BY-NC",NA,"false",2014-07-12 00:00:00
"Sedum divergens","2014-07-01 00:00:00 -0800","Flowering stonecrop on rocks alongside road.","Stevens Canyon",46.76862,-121.6759,"Sedum divergens, Spreading Stonecrop, Crassulaceae","Pacific stonecrop","http://www.inaturalist.org/observations/1178032","http://static.inaturalist.org/photos/1486875/medium.jpg?1421347464","podiceps",1178032,"Sedum divergens","Plantae",61155,"false",1,0,"2014-07-01","2014-07-01",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 10:44:18 -0800","2015-01-16 00:15:13 -0800","research","CC-BY-NC",NA,"false",2014-07-01 00:00:00
"Maianthemum racemosum amplexicaule","2014-07-01 00:00:00 -0800","Several large plants in flower on wet hillside above road.","Stevens Canyon",46.76733,-121.6995,"Maianthemum racemosum ssp. amplexicaule, Large False Solomon's Seal, Asparagaceae","Solomon's-plume","http://www.inaturalist.org/observations/1178031","http://static.inaturalist.org/photos/1486873/medium.jpg?1421347252","podiceps",1178031,"Maianthemum racemosum ssp. amplexicaule","Plantae",53012,"false",1,0,"2014-07-01","2014-07-01",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 10:40:43 -0800","2015-01-16 00:15:25 -0800","research","CC-BY-NC",NA,"false",2014-07-01 00:00:00
"Spiraea splendens splendens","2014-07-01 00:00:00 -0800","Medium-tall plants with many flowers in clusters.","Stevens Canyon",46.76392,-121.6957,"Spiraea splendens var. splendens, Rosy Spirea, Rosaceae","Rose Meadowsweet","http://www.inaturalist.org/observations/1178028","http://static.inaturalist.org/photos/1486868/medium.jpg?1421346931","podiceps",1178028,"Spiraea splendens var. splendens","Plantae",243052,"false",1,0,"2014-07-01","2014-07-01",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 10:35:25 -0800","2015-01-16 00:15:36 -0800","research","CC-BY-NC",NA,"false",2014-07-01 00:00:00
"Epilobium lactiflorum","2014-06-21 00:00:00 -0800","White flowers on tall stems.","Stevens Canyon",46.7747,-121.6975,"Epilobium lactiflorum, White Willow-Herb, Onagraceae","Milkflower Willowherb","http://www.inaturalist.org/observations/1177953","http://static.inaturalist.org/photos/1486768/medium.jpg?1421344615","podiceps",1177953,"epilobium lactiflorum","Plantae",76834,"false",1,0,"2014-06-21","2014-06-21",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 09:56:50 -0800","2015-01-16 00:15:59 -0800","research","CC-BY-NC",NA,"false",2014-06-21 00:00:00
"Mimulus lewisii","2014-06-21 00:00:00 -0800","Bright pink flowers are unmistakable on this Monkeyflower. Growing in wet places alongside road.","Stevens Canyon",46.77495,-121.6979,"Mimulus lewisii, Lewis's Monkeyflower, Phrymaceae","Lewis's monkeyflower","http://www.inaturalist.org/observations/1177931","http://static.inaturalist.org/photos/1486716/medium.jpg?1421343679","podiceps",1177931,"Mimulus lewisii","Plantae",60524,"false",1,0,"2014-06-21","2014-06-21",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 09:37:19 -0800","2015-01-16 00:16:12 -0800","research","CC-BY-NC",NA,"false",2014-06-21 00:00:00
"Arnica mollis","2014-06-21 00:00:00 -0800","Bright yellow flowers on tall plants, growing on rocky habitat.","Stevens Canyon",46.76193,-121.6575,"Arnica mollis, Hairy Arnica, Asteraceae","hairy arnica","http://www.inaturalist.org/observations/1177887","http://static.inaturalist.org/photos/1486559/medium.jpg?1421342405","podiceps",1177887,"Arnica mollis","Plantae",75575,"false",1,0,"2014-06-21","2014-06-21",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 09:19:47 -0800","2015-01-16 00:16:28 -0800","research","CC-BY-NC",NA,"false",2014-06-21 00:00:00
"Mimulus guttatus","2014-06-21 00:00:00 -0800","Bright yellow flowers on large plants alongside the road.","Stevens Canyon",46.7617,-121.6567,"Mimulus guttatus, Yellow Monkeyflower, Phrymaceae","Seep Monkeyflower","http://www.inaturalist.org/observations/1177878","http://static.inaturalist.org/photos/1486534/medium.jpg?1421341223","podiceps",1177878,"Seep Monkeyflower","Plantae",48014,"false",1,0,"2014-06-21","2014-06-21",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 09:00:07 -0800","2015-08-06 22:33:12 -0700","research","CC-BY-NC",NA,"false",2014-06-21 00:00:00
"Epilobium glaberrimum fastigiatum","2014-06-11 00:00:00 -0800","Slender plants in flower alongside road.","Stevens Canyon",46.7691,-121.6769,"Epilobium glaberrimum ssp. fastigiatum, Glaucous Willow-herb, Onagraceae","Glaucous Willowherb","http://www.inaturalist.org/observations/1177754","http://static.inaturalist.org/photos/1486367/medium.jpg?1421333766","podiceps",1177754,"Epilobium glaberrimum ssp. fastigiatum","Plantae",79827,"false",1,0,"2014-06-11","2014-06-11",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-15 06:55:59 -0800","2015-01-16 00:16:58 -0800","research","CC-BY-NC",NA,"false",2014-06-11 00:00:00
"Sedum divergens","2014-06-11 00:00:00 -0800","Several spreading plants on rocks.","Stevens Canyon",46.76912,-121.677,"Sedum divergens, Spreading Stonecrop, Crassulaceae","Pacific stonecrop","http://www.inaturalist.org/observations/1172642","http://static.inaturalist.org/photos/1479772/medium.jpg?1421011826","podiceps",1172642,"Sedum divergens","Plantae",61155,"false",1,0,"2014-06-11","2014-06-11",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-11 13:29:55 -0800","2015-01-16 00:17:13 -0800","research","CC-BY-NC",NA,"false",2014-06-11 00:00:00
"Collinsia parviflora","2014-06-11 00:00:00 -0800","Growing in roadside ditch, a seasonally wet area.","Stevens Canyon",46.77063,-121.6893,"Collinsia parviflora, Small-flowered Blue-Eyed Mary, Plantaginaceae","maiden blue eyed Mary","http://www.inaturalist.org/observations/1172628","http://static.inaturalist.org/photos/1479753/medium.jpg?1421011633","podiceps",1172628,"Collinsia parviflora","Plantae",59013,"false",1,0,"2014-06-11","2014-06-11",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-11 13:27:04 -0800","2015-01-14 09:09:13 -0800","research","CC-BY-NC",NA,"false",2014-06-11 00:00:00
"Polypodium glycyrrhiza","2014-08-28 00:00:00 -0800","Small fern, growing in rock crevices above trail","Silver Falls Trail",46.73417,-121.5633,"Polypodium glycyrrhiza, Liccorice Fern, Polypodiaceae","Licorice Fern","http://www.inaturalist.org/observations/1171936","http://static.inaturalist.org/photos/1478826/medium.jpg?1420987098","podiceps",1171936,"Polypodium glycyrrhiza","Plantae",55104,"false",1,0,"2014-08-28","2014-08-28",NA,"Pacific Time (US & Canada)",NA,NA,NA,NA,"",20035,"2015-01-11 06:37:59 -0800","2015-01-16 00:17:23 -0800","research","CC-BY-NC",NA,"false",2014-08-28 00:00:00
